,name,rating,genre,year,released,score,votes,director,writer,star,budget,gross,company,runtime,released_month,adjusted_budget,adjusted_gross,weekday,actor,bday,nominations,awards_won,star_age
781,"Sex, Lies, and Videotape",R,Drama,1989,1989-09-22,7.2,52000.0,Steven Soderbergh,Other,Other,1200000.0,24741667.0,Other,100.0,9,2622290.32258065,54066528.2821774,Friday,James Spader,1960-02-07,0.0,0.0,10820
782,When Harry Met Sally...,R,Comedy,1989,1989-07-21,7.6,201000.0,Rob Reiner,Other,Other,16000000.0,93232006.0,Other,95.0,7,34963870.9677419,203734489.240484,Friday,Billy Crystal,1948-03-14,0.0,0.0,15104
783,Major League,R,Comedy,1989,1989-04-07,7.2,64000.0,Other,Other,Other,11000000.0,49797148.0,Other,107.0,4,24037661.2903226,108818816.077097,Friday,Tom Berenger,1949-05-31,1.0,0.0,14556
784,Steel Magnolias,PG,Comedy,1989,1989-11-22,7.3,50000.0,Other,Other,Other,15000000.0,96759512.0,Other,117.0,11,32778629.0322581,211442943.279355,Wednesday,Shirley MacLaine,1934-04-24,5.0,1.0,20301
785,Pet Sematary,R,Other,1989,1989-04-21,6.6,97000.0,Other,Stephen King,Other,11500000.0,57470138.0,Paramount Pictures,103.0,4,25130282.2580645,125586155.595645,Friday,Dale Midkiff,1959-07-01,0.0,0.0,10887
786,Pet Sematary,R,Other,1989,1989-04-21,6.6,97000.0,Other,Stephen King,Other,11500000.0,57470138.0,Paramount Pictures,103.0,4,25130282.2580645,125586155.595645,Friday,Dale Midkiff,1959-07-01,0.0,0.0,10887
787,Uncle Buck,PG,Comedy,1989,1989-08-16,7.0,88000.0,Other,John Hughes,Other,15000000.0,79258538.0,Universal Pictures,100.0,8,32778629.0322581,173199080.982742,Wednesday,John Candy,1950-10-31,0.0,0.0,14169
788,Ghostbusters II,PG,Action,1989,1989-06-16,6.6,187000.0,Ivan Reitman,Other,Other,37000000.0,215394738.0,Columbia Pictures,108.0,6,80853951.6129032,470689614.160161,Friday,Bill Murray,1950-09-21,1.0,0.0,14148
789,Tango & Cash,R,Action,1989,1989-12-22,6.4,98000.0,Other,Other,Sylvester Stallone,55000000.0,63408614.0,Warner Bros.,104.0,12,120188306.451613,138563162.38371,Friday,Sylvester Stallone,1946-07-06,2.0,0.0,15875
790,Born on the Fourth of July,R,Biography,1989,1990-01-05,7.2,101000.0,Oliver Stone,Other,Tom Cruise,14000000.0,161001698.0,Other,145.0,1,30593387.0967742,351827662.15371,Friday,Tom Cruise,1962-07-03,3.0,0.0,10048
791,Glory,R,Biography,1989,1990-02-16,7.8,126000.0,Other,Other,Other,18000000.0,26979166.0,Other,122.0,2,39334354.8387097,58956004.9275806,Friday,Matthew Broderick,1962-03-21,0.0,0.0,10194
792,Parenthood,PG-13,Comedy,1989,1989-08-02,7.0,46000.0,Ron Howard,Other,Steve Martin,20000000.0,126297830.0,Other,124.0,8,43704838.7096774,275991314.476613,Wednesday,Steve Martin,1945-08-14,0.0,0.0,16059
793,Lethal Weapon 2,R,Action,1989,1989-07-07,7.2,166000.0,Other,Other,Mel Gibson,28000000.0,227853986.0,Warner Bros.,114.0,7,61186774.1935484,497916085.374355,Friday,Mel Gibson,1956-01-03,0.0,0.0,12239
794,National Lampoon's Christmas Vacation,PG-13,Comedy,1989,1989-12-01,7.6,164000.0,Other,John Hughes,Other,27000000.0,73594646.0,Warner Bros.,97.0,12,59001532.2580645,160822106.66629,Friday,Chevy Chase,1943-10-08,0.0,0.0,16856
795,The 'Burbs,PG,Comedy,1989,1989-02-17,6.9,71000.0,Other,Other,Tom Hanks,18000000.0,49101993.0,Other,102.0,2,39334354.8387097,107299734.219435,Friday,Tom Hanks,1956-07-09,6.0,2.0,11911
796,License to Kill,PG-13,Action,1989,1989-07-14,6.6,97000.0,Other,Other,Other,32000000.0,156167015.0,Other,133.0,7,69927741.9354839,341262710.117339,Friday,Timothy Dalton,1946-03-21,0.0,0.0,15821
797,Harlem Nights,R,Comedy,1989,1989-11-17,6.1,21000.0,Other,Other,Eddie Murphy,30000000.0,60864870.0,Other,116.0,11,65557258.0645161,133004466.321774,Friday,Eddie Murphy,1961-04-03,1.0,0.0,10455
798,Lock Up,R,Action,1989,1989-08-04,6.4,39000.0,Other,Other,Sylvester Stallone,24000000.0,22099847.0,Other,109.0,8,52445806.4516129,48293512.4321774,Friday,Sylvester Stallone,1946-07-06,2.0,0.0,15735
799,Warlock,R,Action,1989,1991-01-11,6.2,16000.0,Other,Other,Other,7000000.0,9094451.0,Other,103.0,1,15296693.5483871,19873575.7054032,Friday,Julian Sands,1958-01-04,0.0,0.0,12060
800,"See No Evil, Hear No Evil",R,Comedy,1989,1989-05-12,6.9,50000.0,Other,Other,Other,18000000.0,46908987.0,Other,103.0,5,39334354.8387097,102507485.543468,Friday,Richard Pryor,1940-12-01,0.0,0.0,17694
801,Casualties of War,R,Action,1989,1989-08-18,7.1,42000.0,Brian De Palma,Other,Other,22500000.0,18671317.0,Other,113.0,8,49167943.5483871,40801344.8991129,Friday,Michael J. Fox,1961-06-09,0.0,0.0,10297
802,The Package,R,Action,1989,1989-08-25,6.4,9100.0,Other,Other,Other,18000000.0,10647219.0,Other,108.0,8,39334354.8387097,23266749.4550806,Friday,Gene Hackman,1930-01-30,5.0,2.0,21757
803,The War of the Roses,R,Comedy,1989,1989-12-08,6.8,50000.0,Other,Other,Other,26000000.0,160188546.0,Twentieth Century Fox,116.0,12,56816290.3225807,350050728.303387,Friday,Michael Douglas,1944-09-25,1.0,1.0,16510
804,The Wizard,PG,Adventure,1989,1989-12-15,6.1,14000.0,Other,Other,Other,6000000.0,14278900.0,Other,100.0,12,13111451.6129032,31202851.0725807,Friday,Fred Savage,1976-07-09,0.0,0.0,4907
805,UHF,PG-13,Comedy,1989,1989-07-21,7.0,27000.0,Other,Other,Other,5000000.0,6157157.0,Other,97.0,7,10926209.6774194,13454877.6797581,Friday,'Weird Al' Yankovic,1959-10-23,0.0,0.0,10864
806,Look Who's Talking,PG-13,Comedy,1989,1989-10-13,5.9,78000.0,Other,Other,John Travolta,7500000.0,296999813.0,Other,93.0,10,16389314.516129,649016446.198468,Friday,John Travolta,1954-02-18,2.0,0.0,13021
807,Star Trek V: The Final Frontier,PG,Action,1989,1989-06-09,5.5,57000.0,Other,Other,Other,27800000.0,52210049.0,Paramount Pictures,107.0,6,60749725.8064516,114091588.528468,Friday,William Shatner,1931-03-22,0.0,0.0,21264
808,All Dogs Go to Heaven,G,Animation,1989,1989-11-17,6.8,38000.0,Other,Other,Other,13800000.0,27100027.0,Other,84.0,11,30156338.7096774,59220115.4531452,Friday,Dom DeLuise,1933-08-01,0.0,0.0,20562
809,Cyborg,R,Action,1989,1989-04-07,5.1,30000.0,Other,Other,Other,500000.0,10166459.0,Other,86.0,4,1092620.96774194,22216172.5421774,Friday,Jean-Claude Van Damme,1960-10-18,0.0,0.0,10398
810,Always,PG,Drama,1989,1989-12-22,6.4,29000.0,Steven Spielberg,Other,Other,31000000.0,74134790.0,Universal Pictures,122.0,12,67742500.0,162002451.98629,Friday,Richard Dreyfuss,1947-10-29,2.0,1.0,15395
811,Leviathan,R,Adventure,1989,1989-03-17,5.8,19000.0,Other,Other,Other,25000000.0,15704614.0,Other,98.0,3,54631048.3870968,34318381.0933871,Friday,Peter Weller,1947-06-24,0.0,0.0,15242
812,Best of the Best,PG-13,Action,1989,1989-11-10,6.4,13000.0,Other,Other,Other,5000000.0,1700000.0,Other,97.0,11,10926209.6774194,3714911.29032258,Friday,Eric Roberts,1956-04-18,1.0,0.0,12259
813,Dead Calm,R,Horror,1989,1989-04-07,6.8,38000.0,Other,Other,Other,10400000.0,7825009.0,Other,96.0,4,22726516.1290323,17099537.8123387,Friday,Nicole Kidman,1967-06-20,5.0,1.0,7962
814,Kickboxer,R,Action,1989,1989-09-08,6.5,52000.0,Other,Other,Other,1500000.0,14697005.0,Other,97.0,9,3277862.90322581,32116511.6520161,Friday,Jean-Claude Van Damme,1960-10-18,0.0,0.0,10552
815,Black Rain,R,Action,1989,1989-09-22,6.6,51000.0,Ridley Scott,Other,Other,30000000.0,134212055.0,Paramount Pictures,125.0,9,65557258.0645161,293285810.833468,Friday,Michael Douglas,1944-09-25,1.0,1.0,16433
816,Troop Beverly Hills,PG,Adventure,1989,1989-03-24,5.8,9600.0,Other,Other,Other,18000000.0,8508843.0,Other,105.0,3,39334354.8387097,18593880.5460484,Friday,Shelley Long,1949-08-23,0.0,0.0,14458
817,Driving Miss Daisy,PG,Drama,1989,1990-01-26,7.4,102000.0,Other,Other,Other,7500000.0,145793296.0,Other,99.0,1,16389314.516129,318593624.331613,Friday,Morgan Freeman,1937-06-01,5.0,1.0,19232
818,Drugstore Cowboy,R,Crime,1989,1989-10-20,7.3,34000.0,Other,Other,Other,2500000.0,4729352.0,Other,101.0,10,5463104.83870968,10334778.3180645,Friday,Matt Dillon,1964-02-18,1.0,0.0,9376
819,A Nightmare on Elm Street 5: The Dream Child,R,Other,1989,1989-08-11,5.1,42000.0,Other,Wes Craven,Other,6000000.0,22168359.0,New Line Cinema,89.0,8,13111451.6129032,48443227.7276613,Friday,Robert Englund,1947-06-06,0.0,0.0,15407
820,Halloween 5: The Revenge of Michael Myers,R,Horror,1989,1989-10-13,5.1,36000.0,Other,John Carpenter,Other,5000000.0,11642254.0,Other,96.0,10,10926209.6774194,25441141.6643548,Friday,Donald Pleasence,1919-10-05,0.0,0.0,25576
821,DeepStar Six,R,Action,1989,1989-01-13,5.4,11000.0,Other,Other,Other,8000000.0,8143225.0,Other,99.0,1,17481935.483871,17794916.7600806,Friday,Greg Evigan,1953-10-14,0.0,0.0,12875
822,Sea of Love,R,Crime,1989,1989-09-15,6.8,39000.0,Other,Other,Al Pacino,19000000.0,110879513.0,Universal Pictures,113.0,9,41519596.7741936,242298561.593629,Friday,Al Pacino,1940-04-25,9.0,1.0,18040
823,Skin Deep,R,Comedy,1989,1989-03-03,6.1,4200.0,Other,Other,Other,9000000.0,19674852.0,Other,101.0,3,19667177.4193548,42994311.6648387,Friday,John Ritter,1948-09-17,0.0,0.0,14777
824,K-9,PG-13,Action,1989,1989-04-28,6.0,32000.0,Other,Other,Other,17000000.0,78247647.0,Other,101.0,4,37149112.9032258,170990039.577339,Friday,Jim Belushi,1954-06-15,0.0,0.0,12736
825,Lean on Me,PG-13,Drama,1989,1989-03-03,7.4,19000.0,Other,Other,Other,10000000.0,31906454.0,Other,108.0,3,21852419.3548387,69723321.2933871,Friday,Morgan Freeman,1937-06-01,5.0,1.0,18903
826,Henry V,PG-13,Action,1989,1989-11-08,7.5,29000.0,Other,William Shakespeare,Other,9000000.0,10161099.0,Other,137.0,11,19667177.4193548,22204459.6454032,Wednesday,Kenneth Branagh,1960-12-10,2.0,0.0,10560
827,Friday the 13th Part VIII: Jason Takes Manhattan,R,Adventure,1989,1989-07-28,4.6,35000.0,Other,Other,Other,5000000.0,14343976.0,Paramount Pictures,100.0,7,10926209.6774194,31345057.8767742,Friday,Jensen Daggett,1969-06-24,0.0,0.0,7339
828,Valmont,R,Drama,1989,1989-11-17,7.0,13000.0,Other,Other,Other,33000000.0,1132112.0,Other,137.0,11,72112983.8709677,2473938.61806452,Friday,Colin Firth,1960-09-10,2.0,1.0,10660
829,Scandal,R,Drama,1989,1989-04-28,6.5,4800.0,Other,Other,Other,7000000.0,8800000.0,Other,106.0,4,15296693.5483871,19230129.0322581,Friday,John Hurt,1940-01-22,2.0,0.0,17994
830,The Fabulous Baker Boys,R,Comedy,1989,1989-10-13,6.9,22000.0,Other,Other,Jeff Bridges,13000000.0,18428904.0,Other,114.0,10,28408145.1612903,40271613.8458064,Friday,Jeff Bridges,1949-12-04,7.0,1.0,14558
831,Shocker,R,Comedy,1989,1989-10-27,5.5,15000.0,Wes Craven,Wes Craven,Other,5000000.0,16554699.0,Other,109.0,10,10926209.6774194,36176022.4841129,Friday,Michael Murphy,1938-05-05,0.0,0.0,18803
832,Next of Kin,R,Action,1989,1989-10-20,5.8,9700.0,Other,Other,Other,12000000.0,15942628.0,Other,108.0,10,26222903.2258065,34838499.2674194,Friday,Patrick Swayze,1952-08-18,0.0,0.0,13577
833,Mystery Train,R,Comedy,1989,1989-11-17,7.6,26000.0,Other,Other,Other,2800000.0,1544973.0,Other,110.0,11,6118677.41935484,3376139.78879032,Friday,Masatoshi Nagase,1966-07-15,0.0,0.0,8526
834,Blaze,R,Biography,1989,1989-12-13,6.0,3600.0,Other,Other,Other,22000000.0,19131246.0,Touchstone Pictures,120.0,12,48075322.5806452,41806401.0372581,Wednesday,Paul Newman,1925-01-26,9.0,1.0,23697
835,The Rainbow,R,Action,1989,1989-05-26,6.2,1400.0,Other,Other,Other,11987578.0,444055.0,Other,113.0,5,26195758.1504839,970367.60766129,Friday,Sammi Davis,1964-06-21,0.0,0.0,9105
836,Gleaming the Cube,PG-13,Action,1989,1989-01-13,6.3,7400.0,Other,Other,Other,10000000.0,2777280.0,Other,105.0,1,21852419.3548387,6069028.72258065,Friday,Christian Slater,1969-08-18,0.0,0.0,7088
837,Fletch Lives,PG,Comedy,1989,1989-03-17,6.1,20000.0,Other,Other,Other,8000000.0,39450960.0,Universal Pictures,95.0,3,17481935.483871,86209892.1870968,Friday,Chevy Chase,1943-10-08,0.0,0.0,16597
838,Communion,R,Biography,1989,1989-11-10,5.6,5900.0,Other,Other,Other,5000000.0,1919653.0,Other,107.0,11,10926209.6774194,4194906.23717742,Friday,Christopher Walken,1943-03-31,2.0,1.0,17026
839,Crimes and Misdemeanors,PG-13,Comedy,1989,1989-11-03,7.9,56000.0,Woody Allen,Woody Allen,Other,19000000.0,18254702.0,Other,104.0,11,41519596.7741936,39890940.3301613,Friday,Martin Landau,1928-06-20,3.0,1.0,22416
840,Let It Ride,PG-13,Comedy,1989,1989-08-18,6.8,5300.0,Other,Other,Other,18000000.0,4973285.0,Other,90.0,8,39334354.8387097,10867830.9391129,Friday,Richard Dreyfuss,1947-10-29,2.0,1.0,15269
841,Kill Me Again,R,Action,1989,1989-10-27,6.3,4600.0,Other,Other,Other,4000000.0,283694.0,Other,94.0,10,8740967.74193548,619940.025645161,Friday,Val Kilmer,1959-12-31,0.0,0.0,10893
842,Chances Are,PG,Comedy,1989,1989-03-10,6.5,11000.0,Other,Other,Other,16000000.0,16278590.0,Other,108.0,3,34963870.9677419,35572657.5185484,Friday,Cybill Shepherd,1950-02-18,0.0,0.0,14265
843,The Dream Team,PG-13,Comedy,1989,1989-04-07,6.5,13000.0,Other,Other,Other,15000000.0,28890240.0,Universal Pictures,113.0,4,32778629.0322581,63132163.9741936,Friday,Michael Keaton,1951-09-05,1.0,0.0,13729
844,Little Nemo: Adventures in Slumberland,G,Animation,1989,1992-08-21,7.1,7000.0,Other,Other,Other,35000000.0,1368000.0,Other,85.0,8,76483467.7419355,2989410.96774194,Friday,Gabriel Damon,1976-04-23,0.0,0.0,5964
845,Kinjite: Forbidden Subjects,R,Action,1989,1989-02-03,5.5,2900.0,Other,Other,Other,5000000.0,3416846.0,Other,97.0,2,10926209.6774194,7466635.16629032,Friday,Charles Bronson,1921-11-03,0.0,0.0,24564
846,New York Stories,PG,Comedy,1989,1989-03-10,6.4,17000.0,Woody Allen,Other,Other,15000000.0,10763469.0,Touchstone Pictures,124.0,3,32778629.0322581,23520783.8300806,Friday,Woody Allen,1935-11-30,1.0,0.0,19459
847,Cousins,PG-13,Comedy,1989,1989-02-10,6.3,4300.0,Joel Schumacher,Other,Other,13000000.0,22026369.0,Paramount Pictures,113.0,2,28408145.1612903,48132945.2252419,Friday,Ted Danson,1947-12-29,0.0,0.0,15019
848,Blind Fury,R,Action,1989,1990-03-16,6.4,16000.0,Other,Other,Other,10000000.0,2692037.0,Other,86.0,3,21852419.3548387,5882752.14427419,Friday,Rutger Hauer,1944-01-23,0.0,0.0,16854
849,The Return of Swamp Thing,PG-13,Action,1989,1989-05-12,4.7,4400.0,Other,Other,Other,4000000.0,192816.0,Other,88.0,5,8740967.74193548,421349.609032258,Friday,Dick Durock,1937-01-18,0.0,0.0,19107
850,We're No Angels,PG-13,Comedy,1989,1989-12-15,6.1,22000.0,Other,David Mamet,Robert De Niro,20000000.0,10555348.0,Paramount Pictures,106.0,12,43704838.7096774,23065989.0932258,Friday,Robert De Niro,1943-08-17,7.0,2.0,16922
851,Johnny Handsome,R,Crime,1989,1989-09-29,6.1,9200.0,Walter Hill,Other,Other,20000000.0,7237794.0,Other,94.0,9,43704838.7096774,15816330.9691936,Friday,Mickey Rourke,1952-09-16,1.0,0.0,13527
852,Fat Man and Little Boy,PG-13,Biography,1989,1989-10-20,6.5,7200.0,Other,Other,Other,30000000.0,3563162.0,Paramount Pictures,127.0,10,65557258.0645161,7786371.02532258,Friday,Paul Newman,1925-01-26,9.0,1.0,23643
853,Police Academy 6: City Under Siege,PG,Comedy,1989,1989-03-10,4.4,29000.0,Other,Other,Other,12000000.0,11567217.0,Warner Bros.,84.0,3,26222903.2258065,25277167.6652419,Friday,Bubba Smith,1945-02-28,0.0,0.0,16081
854,Pink Cadillac,PG-13,Action,1989,1989-05-26,5.4,11000.0,Other,Other,Clint Eastwood,19000000.0,12143484.0,Other,122.0,5,41519596.7741936,26536450.4796774,Friday,Clint Eastwood,1930-05-31,2.0,0.0,21545
855,Three Fugitives,PG-13,Action,1989,1989-01-27,6.2,11000.0,Other,Other,Other,15000000.0,40586886.0,Touchstone Pictures,96.0,1,32778629.0322581,88692165.3179032,Friday,Nick Nolte,1941-02-08,3.0,0.0,17520
856,Robot Jox,PG,Action,1989,1990-11-21,5.4,6000.0,Other,Other,Other,10000000.0,1272977.0,Other,85.0,11,21852419.3548387,2781762.72330645,Wednesday,Gary Graham,1950-06-06,0.0,0.0,14778
857,No Holds Barred,PG-13,Action,1989,1989-06-02,4.4,6000.0,Other,Other,Other,8000000.0,16093651.0,New Line Cinema,93.0,6,17481935.483871,35168521.0602419,Friday,Hulk Hogan,1953-08-11,0.0,0.0,13079
858,Stepfather II: Make Room for Daddy,R,Horror,1989,1989-11-03,5.7,3700.0,Other,Other,Other,1500000.0,1519796.0,Other,93.0,11,3277862.90322581,3321121.95258065,Friday,Terry O'Quinn,1952-07-15,0.0,0.0,13625
859,The Big Picture,PG-13,Comedy,1989,1989-12-15,6.2,4800.0,Other,Other,Other,5000000.0,117463.0,Other,100.0,12,10926209.6774194,256685.073467742,Friday,Kevin Bacon,1958-07-08,0.0,0.0,11483
860,Parents,R,Comedy,1989,1989-01-27,6.1,6800.0,Other,Other,Other,3000000.0,870532.0,Other,81.0,1,6555725.80645161,1902323.03258065,Friday,Randy Quaid,1950-10-01,1.0,0.0,13998
861,Dad,PG,Comedy,1989,1989-11-10,6.3,4700.0,Other,Other,Other,19000000.0,27503037.0,Other,117.0,11,41519596.7741936,60100789.8055645,Friday,Jack Lemmon,1925-02-08,8.0,2.0,23651
862,Speed Zone,PG,Action,1989,1989-04-21,4.5,3200.0,Other,Other,Other,18000000.0,3077361.0,Other,94.0,4,39334354.8387097,6724778.30782258,Friday,Peter Boyle,1935-10-18,0.0,0.0,19544
863,Longtime Companion,R,Drama,1989,1990-05-01,7.6,5400.0,Other,Other,Other,3000000.0,4609953.0,Other,96.0,5,6555725.80645161,10073862.6162097,Tuesday,Stephen Caffrey,1975-12-09,0.0,0.0,5257
864,A Dry White Season,R,Drama,1989,1989-09-20,7.0,5300.0,Other,Other,Other,9000000.0,3766879.0,Other,106.0,9,19667177.4193548,8231541.95669355,Wednesday,Donald Sutherland,1935-07-17,0.0,0.0,19789
865,The Horror Show,R,Horror,1989,1989-04-28,5.0,3600.0,Other,Other,Other,3000000.0,1738897.0,Other,95.0,4,6555725.80645161,3799910.6458871,Friday,Lance Henriksen,1940-05-05,0.0,0.0,17890
866,Dead Bang,R,Action,1989,1989-03-24,6.1,3500.0,Other,Other,Other,14500000.0,8125592.0,Other,102.0,3,31686008.0645161,17756384.3890323,Friday,Don Johnson,1949-12-15,0.0,0.0,14344
867,Gross Anatomy,PG-13,Drama,1989,1989-10-20,6.1,3600.0,Other,Other,Other,8500000.0,11604598.0,Other,109.0,10,18574556.4516129,25358854.1940323,Friday,Matthew Modine,1959-03-22,0.0,0.0,11170
868,Renegades,R,Action,1989,1989-06-02,5.4,3300.0,Other,Other,Other,16000000.0,9015164.0,Other,106.0,6,34963870.9677419,19700314.4280645,Friday,Kiefer Sutherland,1966-12-21,0.0,0.0,8199
869,Sing,PG-13,Drama,1989,1989-03-31,6.9,716.0,Other,Other,Other,11500000.0,2260616.0,Other,98.0,3,25130282.2580645,4939992.88322581,Wednesday,Lorraine Bracco,1954-10-02,1.0,0.0,12599
870,Sing,PG-13,Drama,1989,1989-03-31,6.9,716.0,Other,Other,Other,11500000.0,2260616.0,Other,98.0,3,25130282.2580645,4939992.88322581,Friday,Lorraine Bracco,1954-10-02,1.0,0.0,12599
871,Farewell to the King,PG-13,Action,1989,1989-03-03,6.3,2700.0,Other,Other,Other,20000000.0,2420917.0,Other,117.0,3,43704838.7096774,5290289.35072581,Friday,Nick Nolte,1941-02-08,3.0,0.0,17555
872,Immediate Family,PG-13,Drama,1989,1989-10-27,6.0,1500.0,Other,Other,Other,14000000.0,5932613.0,Columbia Pictures,95.0,10,30593387.0967742,12964194.7145968,Friday,Glenn Close,1947-03-19,8.0,0.0,15563
873,In Country,R,Drama,1989,1989-09-29,5.9,2700.0,Other,Other,Other,18000000.0,3531971.0,Warner Bros.,120.0,9,39334354.8387097,7718211.1441129,Friday,Emily Lloyd,1970-09-29,0.0,0.0,6940
874,"Enemies, A Love Story",R,Comedy,1989,1989-12-13,6.6,2100.0,Other,Other,Other,9500000.0,7754571.0,Other,119.0,12,20759798.3870968,16945613.7408871,Wednesday,Ron Silver,1946-07-02,0.0,0.0,15870
875,Physical Evidence,R,Crime,1989,1989-01-27,5.1,1600.0,Other,Other,Other,17000000.0,3560932.0,Columbia Pictures,99.0,1,37149112.9032258,7781497.93580645,Friday,Burt Reynolds,1936-02-11,1.0,0.0,19344
876,Brenda Starr,PG,Adventure,1989,1992-04-15,4.8,1000.0,Other,Other,Other,16000000.0,67878.0,Other,93.0,4,34963870.9677419,148329.852096774,Wednesday,Brooke Shields,1965-05-31,0.0,0.0,9816
877,How I Got Into College,PG-13,Comedy,1989,1989-05-19,5.8,2100.0,Other,Other,Other,10000000.0,1642239.0,Twentieth Century Fox,86.0,5,21852419.3548387,3588689.5308871,Friday,Anthony Edwards,1962-07-19,0.0,0.0,9801
878,Old Gringo,R,Adventure,1989,1989-10-06,5.8,1800.0,Other,Other,Other,34000000.0,3574256.0,Columbia Pictures,119.0,10,74298225.8064516,7810614.09935484,Friday,Jane Fonda,1937-12-21,7.0,2.0,18917
879,Relentless,R,Crime,1989,1989-08-30,5.9,1400.0,Other,Other,Other,4000000.0,6985999.0,Other,92.0,8,8740967.74193548,15266097.9760484,Wednesday,Judd Nelson,1959-11-28,0.0,0.0,10868
880,Cheetah,G,Adventure,1989,1989-08-18,6.0,943.0,Other,Other,Other,5000000.0,8153677.0,Other,83.0,8,10926209.6774194,17817756.9087903,Friday,Keith Coogan,1970-01-13,0.0,0.0,7157
881,Rude Awakening,R,Comedy,1989,1989-08-16,4.8,1200.0,Other,Other,Other,10000000.0,3169719.0,Other,100.0,8,21852419.3548387,6926602.8825,Wednesday,Cheech Marin,1946-07-13,0.0,0.0,15740
882,Bloodhounds of Broadway,PG,Comedy,1989,1989-11-03,5.5,1200.0,Other,Other,Other,4000000.0,43671.0,Other,93.0,11,8740967.74193548,95431.7005645161,Friday,Josef Sommer,1934-06-26,0.0,0.0,20219
883,The Lemon Sisters,PG-13,Comedy,1989,1990-08-31,5.0,694.0,Other,Other,Other,9000000.0,3473905.0,Other,93.0,8,19667177.4193548,7591322.8858871,Friday,Diane Keaton,1946-01-05,4.0,1.0,16309
884,Breaking In,R,Adventure,1989,1989-10-13,6.1,1400.0,Other,Other,Other,6000000.0,1877618.0,Other,94.0,10,13111451.6129032,4103049.59241936,Friday,Burt Reynolds,1936-02-11,1.0,0.0,19603
885,Goodfellas,R,Biography,1990,1990-09-21,8.7,1100000.0,Martin Scorsese,Other,Robert De Niro,25000000.0,46963277.0,Warner Bros.,146.0,9,51830527.9265494,97365257.6028309,Friday,Robert De Niro,1943-08-17,7.0,2.0,17202
886,The Godfather: Part III,R,Crime,1990,1990-12-25,7.6,370000.0,Other,Other,Al Pacino,54000000.0,136861392.0,Paramount Pictures,162.0,12,111953940.321347,283743928.004897,Tuesday,Al Pacino,1940-04-25,9.0,1.0,18506
887,Total Recall,R,Action,1990,1990-06-01,7.5,310000.0,Other,Other,Arnold Schwarzenegger,65000000.0,261317921.0,Other,113.0,6,134759372.609028,541769832.083933,Friday,Arnold Schwarzenegger,1947-07-30,0.0,0.0,15647
888,Total Recall,R,Action,1990,1990-06-01,7.5,310000.0,Other,Other,Arnold Schwarzenegger,65000000.0,261317921.0,Other,113.0,6,134759372.609028,541769832.083933,Friday,Arnold Schwarzenegger,1947-07-30,0.0,0.0,15647
889,Pretty Woman,R,Comedy,1990,1990-03-23,7.0,299000.0,Garry Marshall,Other,Richard Gere,14000000.0,463406268.0,Touchstone Pictures,119.0,3,29025095.6388676,960743660.596481,Friday,Richard Gere,1949-08-31,0.0,0.0,14814
